NUMBER0,Supply_WSF_IS_Num,Supply Facility,Supply ID,Supply Type Code,D_SOURCE_FLAG,TREATMENT_STAT_CD,WS Activity Status,ACTIVITY_STATUS_CD,Supply FedID,Receiving_WSF_IS_Num,Receiving Facility,Receiving ID,Receiving Type Code,Receiving Activity Status,Receiving FedID,TINWSFF_IS_NUMBER,TINWSYS_IS_NUMBER,Fed Type
CA1510017,11258,WELL 18,031,WL,Y,T,A,A,11258,5647,WELL 18 - NAOCL TREATMENT           XCLD,044,TP,A,5647,5720,1749,C
CA1510017,5658,WELL 09A - NAOCL TREATMENT          XCLD,039,TP,N,,A,A,5658,54606,WELL 9A/10 - OCF ARSENIC TREATMENT,052,TP,A,54626,29815,1749,C
CA1510017,5659,WELL 10 - NAOCL TREATMENT           XCLD,040,TP,N,,A,A,5659,54606,WELL 9A/10 - OCF ARSENIC TREATMENT,052,TP,A,54626,29816,1749,C
CA1510017,5660,WELL 11 - NAOCL TREATMENT           XCLD,041,TP,N,,A,A,5660,54607,WELL 13/11 - OCF ARSENIC TREATMENT,053,TP,A,54627,29817,1749,C
CA1510017,11253,WELL 10,014,WL,Y,T,A,A,11253,5659,WELL 10 - NAOCL TREATMENT           XCLD,040,TP,A,5659,5734,1749,C
CA1510017,5642,WELL 17 - NAOCL TREATMENT           XCLD,043,TP,N,,A,A,5642,27080,DISTRIBUTION SYSTEM,DST,DS,A,27080,29826,1749,C
CA1510018,11255,WELL 05-STANDBY,006,WL,Y,T,A,A,11255,5577,WELL 05 - CL2 TREATMENT,011,TP,A,5577,5658,1750,C
CA1510018,11254,WELL 09,002,WL,Y,T,A,A,11254,5572,WELL 09 - CL2 TREATMENT,014,TP,A,5572,8851,1750,C
CA1510018,27092,WELL 8/9 BLEND-47TH & GASKELL-COMP. PT.,018,TP,N,,A,A,27092,27090,DISTRIBUTION SYSTEM,DST,DS,A,27090,25993,1750,C
CA1510018,27089,AVEK TRTD INTAKE - PURCHASED,010,CC,Y,N,A,A,27089,27090,DISTRIBUTION SYSTEM,DST,DS,A,27090,25992,1750,C
CA1510018,5568,WELL 08 - CL2 TREATMENT,001,TP,N,,A,A,5568,27092,WELL 8/9 BLEND-47TH & GASKELL-COMP. PT.,018,TP,A,27092,25990,1750,C
CA1510018,5577,WELL 05 - CL2 TREATMENT,011,TP,N,,A,A,5577,27090,DISTRIBUTION SYSTEM,DST,DS,A,27090,25994,1750,C
CA1510018,5572,WELL 09 - CL2 TREATMENT,014,TP,N,,A,A,5572,27092,WELL 8/9 BLEND-47TH & GASKELL-COMP. PT.,018,TP,A,27092,25991,1750,C
CA1510018,11257,WELL 08,009,WL,Y,T,A,A,11257,5568,WELL 08 - CL2 TREATMENT,001,TP,A,5568,5652,1750,C
CA1510019,45164,WELL 17- BEFORE_GAC-TCP,017,WL,Y,T,A,A,45169,45165,WELL 17- CL2,018,TP,A,45170,9077,1751,C
CA1510019,67302,WELL 20 - AFTER_GAC-TCP,026,TP,N,,A,A,67444,27093,DISTRIBUTION SYSTEM,DST,DS,A,27093,28328,1751,C
CA1510019,67301,WELL 20 - BEFORE_GAC-TCP,025,WL,Y,T,A,A,67443,67302,WELL 20 - AFTER_GAC-TCP,026,TP,A,67444,16342,1751,C
CA1510019,66459,WELL 18 - AFTER_GAC-TCP,024,TP,N,,A,A,66593,27093,DISTRIBUTION SYSTEM,DST,DS,A,27093,28330,1751,C
CA1510019,64064,WELL 18 - BEFORE_GAC-TCP,023,WL,Y,T,A,A,64151,66459,WELL 18 - AFTER_GAC-TCP,024,TP,A,66593,22150,1751,C
CA1510019,62110,WELL 16 - AFTER_GAC-TCP,022,TP,N,,A,A,62178,27093,DISTRIBUTION SYSTEM,DST,DS,A,27093,28327,1751,C
CA1510019,62109,WELL 16 - BEFORE_GAC-TCP,021,WL,Y,T,A,A,62177,62110,WELL 16 - AFTER_GAC-TCP,022,TP,A,62178,13477,1751,C
CA1510019,45165,WELL 17- CL2,018,TP,N,,A,A,45170,3925,WELL 11 & 17 - AFTER_GAC-TCP,014,TP,A,3925,15452,1751,C
CA1510019,15224,WELL 14 - BEFORE_GAC-TCP,009,WL,Y,T,A,A,15224,3849,WELL 14 - AFTER_GAC-TCP,016,TP,A,3849,3931,1751,C
CA1510019,3926,WELL 12 - CL2,015,TP,N,,A,A,3926,27093,DISTRIBUTION SYSTEM,DST,DS,A,27093,28326,1751,C
CA1510019,57898,WELL 19 - RAW (BISHOP) INAC2016,019,WL,Y,T,A,I,57952,58433,WELL 19 - CL2 INAC2016,020,TP,I,58491,13118,1751,C
CA1510019,3925,WELL 11 & 17 - AFTER_GAC-TCP,014,TP,N,,A,A,3925,27093,DISTRIBUTION SYSTEM,DST,DS,A,27093,28325,1751,C
CA1510019,15223,WELL 06 - ABND 2014,002,WL,Y,T,A,I,15223,3921,WELL 06 - CL2 ABND2014,010,TP,I,3921,4008,1751,C
CA1510019,15171,WELL 12 - RAW STBY2020,008,WL,Y,T,A,A,15171,3926,WELL 12 - CL2,015,TP,A,3926,4013,1751,C
CA1510019,15219,WELL 11 - BEFORE_GAC-TCP,007,WL,Y,T,A,A,15219,3925,WELL 11 & 17 - AFTER_GAC-TCP,014,TP,A,3925,4012,1751,C
CA1510019,15220,WELL 10 - RAW (DESTROYED 2010),006,WL,Y,,A,I,15220,3924,WELL 10 - CL2 (DESTROYED 2010),013,TP,I,3924,4011,1751,C
CA1510019,15221,WELL 08 - RAW INAC2017,004,WL,Y,T,A,I,15221,3923,WELL 08 - CL2 INAC2017,012,TP,I,3923,4010,1751,C
CA1510019,15222,WELL 07 - RAW INAC2017,003,WL,Y,T,A,I,15222,3922,WELL 07 - CL2 INAC2017,011,TP,I,3922,4009,1751,C
CA1510019,3849,WELL 14 - AFTER_GAC-TCP,016,TP,N,,A,A,3849,27093,DISTRIBUTION SYSTEM,DST,DS,A,27093,28329,1751,C
CA1510020,11279,PINON WELL,004,WL,Y,T,A,A,11279,5579,CURRY STREET TANK NO3 BLENDING SITE,008,TP,A,5579,30015,1752,C
CA1510020,64747,WHITE OAK BOOSTER STATION CL2 TREATMENT,014,TP,N,,A,A,64852,5579,CURRY STREET TANK NO3 BLENDING SITE,008,TP,A,5579,30010,1752,C
CA1510020,64746,MOJAVE WELL CL2 TREATMENT XCLD,013,TP,N,,A,A,64851,5579,CURRY STREET TANK NO3 BLENDING SITE,008,TP,A,5579,30013,1752,C
CA1510020,64745,WAHLSTROM WELL CL2 TREATMENT XCLD,012,TP,N,,A,A,64850,27094,DISTRIBUTION SYSTEM,DST,DS,A,27094,30006,1752,C
CA1510020,23900,MINTON WELL,009,WL,Y,T,A,A,23900,65699,MINTON WELL CL2 TREATMENT XCLD,015,TP,A,65817,29998,1752,C
CA1510020,63939,GOLDEN HILLS CSD - TREATED WATER,011,CC,Y,T,A,A,64024,27094,DISTRIBUTION SYSTEM,DST,DS,A,27094,30001,1752,C
CA1510020,65699,MINTON WELL CL2 TREATMENT XCLD,015,TP,N,,A,A,65817,5579,CURRY STREET TANK NO3 BLENDING SITE,008,TP,A,5579,30016,1752,C
CA1510020,11281,DENNISON WELL,002,WL,Y,N,A,A,11281,64747,WHITE OAK BOOSTER STATION CL2 TREATMENT,014,TP,A,64852,30008,1752,C
CA1510020,11262,MOJAVE WELL,001,WL,Y,T,A,A,11262,64746,MOJAVE WELL CL2 TREATMENT XCLD,013,TP,A,64851,30000,1752,C
CA1510020,5580,CURRY STRET TANK CL2 TREATMENT      XCLD,006,TP,N,,A,A,5580,27094,DISTRIBUTION SYSTEM,DST,DS,A,27094,30004,1752,C
CA1510020,5579,CURRY STREET TANK NO3 BLENDING SITE,008,TP,N,,A,A,5579,5580,CURRY STRET TANK CL2 TREATMENT      XCLD,006,TP,A,5580,30003,1752,C
CA1510020,23899,WAHLSTROM WELL,010,WL,Y,N,A,A,23899,64745,WAHLSTROM WELL CL2 TREATMENT XCLD,012,TP,A,64850,29999,1752,C
CA1510020,11287,CURRY STREET WELL,007,WL,Y,T,A,A,11287,5579,CURRY STREET TANK NO3 BLENDING SITE,008,TP,A,5579,30002,1752,C
CA1510021,15228,WELL 08A - POSO - RAW,006,WL,Y,T,A,A,15228,3917,WELL 08A - POSO - CL2,013,TP,A,3917,4004,1753,C
CA1510021,67829,WELL 14 - 8TH & G ST CL2 PENDING,020,TP,N,,A,P,67995,27095,DISTRIBUTION SYSTEM,DST,DS,A,27095,32500,1753,C
CA1510021,67828,WELL 14 - 8TH & G ST PENDING,019,WL,Y,T,A,P,67994,67829,WELL 14 - 8TH & G ST CL2 PENDING,020,TP,P,67995,32499,1753,C
CA1510021,45166,WELL 12-MCCOMB-CL2,018,TP,N,,A,A,45171,27095,DISTRIBUTION SYSTEM,DST,DS,A,27095,28335,1753,C
CA1510021,24119,WELL12 - MCCOMB - RAW,017,WL,Y,T,A,A,24119,45166,WELL 12-MCCOMB-CL2,018,TP,A,45171,9079,1753,C
CA1510021,15238,WELL 02 - LEONARD/GOLF  - RAW INAC,002,WL,Y,T,A,I,15238,3920,WELL 02 - LEONARD/GOLF COURSE - CL2 INAC,016,TP,I,3920,4007,1753,C
CA1510021,15229,WELL 07A - 4TH & POPLAR - RAW,005,WL,Y,T,A,A,15229,3906,WELL 07A - 4TH & POPLAR - CL2,014,TP,A,3906,3987,1753,C
CA1510021,15227,WELL 09 - 16TH & G - RAW (INAC 2010),007,WL,Y,T,A,I,15227,3928,WELL 09-16TH & G - CL2 (INAC 2010),012,TP,I,3928,4015,1753,C
CA1510021,15226,WELL 10 - IRIS - RAW,008,WL,Y,T,A,A,15226,3915,WELL 10 - IRIS - CL2,011,TP,A,3915,4002,1753,C
CA1510021,15225,WELL 11 - OAK - RAW,009,WL,Y,T,A,A,15225,3914,WELL 11 - OAK - CL2,010,TP,A,3914,4001,1753,C
CA1510021,3917,WELL 08A - POSO - CL2,013,TP,N,,A,A,3917,27095,DISTRIBUTION SYSTEM,DST,DS,A,27095,28331,1753,C
CA1510021,3915,WELL 10 - IRIS - CL2,011,TP,N,,A,A,3915,27095,DISTRIBUTION SYSTEM,DST,DS,A,27095,28333,1753,C
CA1510021,3914,WELL 11 - OAK - CL2,010,TP,N,,A,A,3914,27095,DISTRIBUTION SYSTEM,DST,DS,A,27095,28334,1753,C
CA1510021,3906,WELL 07A - 4TH & POPLAR - CL2,014,TP,N,,A,A,3906,27095,DISTRIBUTION SYSTEM,DST,DS,A,27095,28332,1753,C
CA1510021,15230,WELL 05 - CITY YARD - RAW INAC2018,003,WL,Y,T,A,I,15230,3919,WELL 05 - CITY YARD - CL2 INAC2018,015,TP,I,3919,4006,1753,C
CA1510022,15243,WELL 02-01 - BEFORE AS BLEND W/7 WELLS,001,WL,Y,T,A,A,15243,3912,STATION A - 2-01 AS BLND W/13 WELLS(CL2),008,TP,A,3912,3998,1754,C
CA1510022,57045,WELL NW-5 - RAW,020,WL,Y,T,A,A,57087,3912,STATION A - 2-01 AS BLND W/13 WELLS(CL2),008,TP,A,3912,12033,1754,C
CA1510022,57044,WELL NW-4 - RAW,019,WL,Y,T,A,A,57086,3912,STATION A - 2-01 AS BLND W/13 WELLS(CL2),008,TP,A,3912,12032,1754,C
CA1510022,57043,WELL NW-3 - RAW,018,WL,Y,T,A,A,57085,3912,STATION A - 2-01 AS BLND W/13 WELLS(CL2),008,TP,A,3912,12031,1754,C
CA1510022,57042,WELL NW-2 - RAW,017,WL,Y,T,A,A,57084,3912,STATION A - 2-01 AS BLND W/13 WELLS(CL2),008,TP,A,3912,12030,1754,C
CA1510022,57041,WELL NW-1 - RAW,016,WL,Y,T,A,A,57083,3912,STATION A - 2-01 AS BLND W/13 WELLS(CL2),008,TP,A,3912,12029,1754,C
CA1510022,57651,WELL 07-01R-RAW,021,WL,Y,T,A,A,57703,3912,STATION A - 2-01 AS BLND W/13 WELLS(CL2),008,TP,A,3912,12616,1754,C
CA1510022,15242,WELL 07-02 - RAW,015,WL,Y,T,A,A,15242,3912,STATION A - 2-01 AS BLND W/13 WELLS(CL2),008,TP,A,3912,3997,1754,C
CA1510022,15241,WELL 06-06 - RAW,014,WL,Y,T,A,A,15241,3912,STATION A - 2-01 AS BLND W/13 WELLS(CL2),008,TP,A,3912,3996,1754,C
CA1510022,15232,WELL 06-03 - RAW,013,WL,Y,T,A,A,15232,3912,STATION A - 2-01 AS BLND W/13 WELLS(CL2),008,TP,A,3912,3994,1754,C
CA1510022,15217,WELL 06-02 - RAW,005,WL,Y,T,A,A,15217,3912,STATION A - 2-01 AS BLND W/13 WELLS(CL2),008,TP,A,3912,3993,1754,C
CA1510022,3912,STATION A - 2-01 AS BLND W/13 WELLS(CL2),008,TP,N,,A,A,3912,3913,STATION J - CL2,009,TP,A,3913,8814,1754,C
CA1510022,15245,WELL 06-01 - RAW,004,WL,Y,T,A,A,15245,3912,STATION A - 2-01 AS BLND W/13 WELLS(CL2),008,TP,A,3912,4000,1754,C
CA1510022,15244,WELL 02-02 - RAW,002,WL,Y,T,A,A,15244,3912,STATION A - 2-01 AS BLND W/13 WELLS(CL2),008,TP,A,3912,3999,1754,C
CA1510023,58036,WELL 06 - DARK CANYON,014,WL,Y,T,A,A,58092,62118,WELL 06 - DARK CANYON - CL2 TREATMENT,015,TP,A,62186,13444,1755,C
CA1510023,65880,"FLUORIDE BLEND TANKS (WELL 01, 02, 07)",017,TP,N,,A,A,66002,27097,DISTRIBUTION SYSTEM,DST,DS,A,27097,16375,1755,C
CA1510023,62118,WELL 06 - DARK CANYON - CL2 TREATMENT,015,TP,N,,A,A,62186,27097,DISTRIBUTION SYSTEM,DST,DS,A,27097,16372,1755,C
CA1510023,54805,WELL 04 - CL2 TREATMENT,012,TP,N,,A,A,54825,27097,DISTRIBUTION SYSTEM,DST,DS,A,27097,16373,1755,C
CA1510023,22650,WELL 02 - VERNON WELL,006,WL,Y,T,A,A,22650,5576,"WELL 01, 02, 07- CL2 TREATMENT",011,TP,A,5576,12637,1755,C
CA1510023,16016,WELL 04,009,WL,Y,T,A,A,16016,54805,WELL 04 - CL2 TREATMENT,012,TP,A,54825,11686,1755,C
CA1510023,11286,WELL 01 - CARDON WELL,005,WL,Y,T,A,A,11286,5576,"WELL 01, 02, 07- CL2 TREATMENT",011,TP,A,5576,5657,1755,C
CA1510023,5576,"WELL 01, 02, 07- CL2 TREATMENT",011,TP,N,,A,A,5576,65880,"FLUORIDE BLEND TANKS (WELL 01, 02, 07)",017,TP,A,66002,16374,1755,C
CA1510023,62119,WELL 07,016,WL,Y,T,A,A,62187,5576,"WELL 01, 02, 07- CL2 TREATMENT",011,TP,A,5576,14924,1755,C
CA1510024,15247,PANAMA WELL - STBY2019,003,WL,Y,T,A,A,15247,3908,PANAMA WELL - CL2,006,TP,A,3908,3989,1756,C
CA1510024,3907,TAFT WELL - CL2,005,TP,N,,A,A,3907,67185,TAFT WELL - ARSENIC-TRT_EFF,014,TP,A,67324,16263,1756,C
CA1510024,3908,PANAMA WELL - CL2,006,TP,N,,A,A,3908,27103,DISTRIBUTION SYSTEM,DST,DS,A,27103,28337,1756,C
CA1510024,3909,MCKEE WELL - CL2,007,TP,N,,A,A,3909,27103,DISTRIBUTION SYSTEM,DST,DS,A,27103,28336,1756,C
CA1510024,3910,DUBLIN WELL - CL2,008,TP,N,,A,A,3910,27103,DISTRIBUTION SYSTEM,DST,DS,A,27103,28339,1756,C
CA1510024,3911,BERKSHIRE WELL - CL2,010,TP,N,,A,A,3911,67187,BERKSHIRE WELL - ARSENIC-TRT_EFF,016,TP,A,67326,16266,1756,C
CA1510024,15235,BERKSHIRE WELL - BEFORE_AS-TRT,009,WL,Y,T,A,A,15235,3911,BERKSHIRE WELL - CL2,010,TP,A,3911,3992,1756,C
CA1510024,15235,BERKSHIRE WELL - BEFORE_AS-TRT,009,WL,Y,T,A,A,15235,67186,BERKSHIRE WELL - AFTER_AS-TRT & BLEND,015,TP,A,67325,16268,1756,C
CA1510024,15236,DUBLIN WELL - RAW,001,WL,Y,T,A,A,15236,3910,DUBLIN WELL - CL2,008,TP,A,3910,3991,1756,C
CA1510024,15237,MCKEE WELL - RAW,002,WL,Y,T,A,A,15237,3909,MCKEE WELL - CL2,007,TP,A,3909,3990,1756,C
CA1510024,15239,TAFT WELL - BEFORE_AS-TRT,004,WL,Y,T,A,A,15239,3907,TAFT WELL - CL2,005,TP,A,3907,3988,1756,C
CA1510024,67178,TAFT TANK - AFTER_AS-TRT & BLEND,013,TP,N,,A,A,67317,27103,DISTRIBUTION SYSTEM,DST,DS,A,27103,28340,1756,C
CA1510024,67185,TAFT WELL - ARSENIC-TRT_EFF,014,TP,N,,A,A,67324,67178,TAFT TANK - AFTER_AS-TRT & BLEND,013,TP,A,67317,16265,1756,C
CA1510024,67186,BERKSHIRE WELL - AFTER_AS-TRT & BLEND,015,TP,N,,A,A,67325,27103,DISTRIBUTION SYSTEM,DST,DS,A,27103,28338,1756,C
CA1510024,67187,BERKSHIRE WELL - ARSENIC-TRT_EFF,016,TP,N,,A,A,67326,67186,BERKSHIRE WELL - AFTER_AS-TRT & BLEND,015,TP,A,67325,16267,1756,C
CA1510024,15239,TAFT WELL - BEFORE_AS-TRT,004,WL,Y,T,A,A,15239,67178,TAFT TANK - AFTER_AS-TRT & BLEND,013,TP,A,67317,16264,1756,C
CA1510025,16010,WELL P-17,006,WL,Y,T,A,A,16010,55173,WELL P-17 - CL2 TREATMENT,020,TP,A,55207,11673,1757,C
CA1510025,55174,WELL Y-23 - CL2 TREATMENT,021,TP,N,,A,A,55208,27104,DISTRIBUTION SYSTEM,DST,DS,A,27104,30019,1757,C
CA1510025,55173,WELL P-17 - CL2 TREATMENT,020,TP,N,,A,A,55207,27104,DISTRIBUTION SYSTEM,DST,DS,A,27104,30018,1757,C
CA1510025,20782,WELL CV-3,014,WL,Y,T,A,A,20782,6899,WELL CV-3-CL2 TREATMENT,015,TP,A,6899,7038,1757,C
CA1510025,16011,WELL Y-23,008,WL,Y,T,A,A,16011,55174,WELL Y-23 - CL2 TREATMENT,021,TP,A,55208,11672,1757,C
CA1510025,55175,LEISURE WELL - CL2 TREATMENT,022,TP,N,,A,A,55209,27104,DISTRIBUTION SYSTEM,DST,DS,A,27104,30020,1757,C
CA1510025,6899,WELL CV-3-CL2 TREATMENT,015,TP,N,,A,A,6899,27104,DISTRIBUTION SYSTEM,DST,DS,A,27104,30017,1757,C
CA1510025,16012,LOT 156 LEISURE WELL,009,WL,Y,T,A,A,16012,55175,LEISURE WELL - CL2 TREATMENT,022,TP,A,55209,11671,1757,C
CA1510026,11282,WELL 104-02,005,WL,Y,T,A,A,11282,27107,UPPER BODFISH TREATMENT PLANT INFLUENT,006,CH,A,27107,8852,1758,C
CA1510026,27107,UPPER BODFISH TREATMENT PLANT INFLUENT,006,CH,N,,A,A,27107,5598,UPPER BODFISH TREATMENT PLANT EFFLUENT,007,TP,A,5598,29997,1758,C
CA1510026,11271,WELL 104-01,004,WL,Y,T,A,A,11271,27107,UPPER BODFISH TREATMENT PLANT INFLUENT,006,CH,A,27107,8853,1758,C
CA1510026,5598,UPPER BODFISH TREATMENT PLANT EFFLUENT,007,TP,N,,A,A,5598,27106,DISTRIBUTION SYSTEM,DST,DS,A,27106,29996,1758,C
CA1510026,7296,WELL CH1 - NAOCL TREATMENT-STANDBY  XCLD,002,TP,N,,A,A,7296,27107,UPPER BODFISH TREATMENT PLANT INFLUENT,006,CH,A,27107,30504,1758,C
CA1510027,11280,WELL 02 - STANDBY,002,WL,Y,N,A,A,11280,27109,DISTRIBUTION SYSTEM,DST,DS,A,27109,29098,1759,C
CA1510027,27108,AVEK TREATED INTAKE (PURCHASED),003,CC,Y,T,A,A,27108,27109,DISTRIBUTION SYSTEM,DST,DS,A,27109,29099,1759,C
CA1510028,15921,WELL 04,004,WL,Y,T,A,A,15921,5593,WELL 04 - CL2 TREATMENT             XCLD,012,TP,A,5593,8984,1760,C
